Total Score: 27267728
First		Simlarity		Score
------------------------------------------------------------
10122		0				0
10159		0				0
10186		0				0
10461		6				62766
10582		0				0
10614		0				0
10967		0				0
11126		0				0
11216		0				0
11274		0				0
11326		0				0
11393		13				148109
11431		0				0
11456		0				0
11545		0				0
11563		0				0
11623		0				0
11626		0				0
11693		0				0
11755		0				0
11876		0				0
11982		0				0
12167		0				0
12186		0				0
12205		0				0
12292		0				0
12293		0				0
12296		0				0
12316		0				0
12414		0				0
12497		0				0
12600		0				0
12731		0				0
12892		0				0
12932		0				0
12981		0				0
13011		0				0
13014		0				0
13018		0				0
13058		0				0
13088		0				0
13116		0				0
13119		0				0
13131		0				0
13186		0				0
13234		0				0
13243		0				0
13264		0				0
13465		0				0
13554		0				0
13556		0				0
13673		0				0
13779		0				0
13919		0				0
14018		0				0
14164		0				0
14352		0				0
14585		0				0
14599		0				0
14635		0				0
14648		0				0
14882		0				0
14960		0				0
14988		0				0
14989		0				0
15008		0				0
15116		0				0
15127		0				0
15131		0				0
15138		0				0
15219		0				0
15241		0				0
15256		0				0
15492		0				0
15696		0				0
15717		0				0
15753		0				0
15758		0				0
15816		0				0
15911		0				0
16089		0				0
16143		0				0
16176		0				0
16242		0				0
16278		0				0
16309		0				0
16351		0				0
16368		0				0
16457		0				0
16600		0				0
16657		0				0
16694		0				0
16724		0				0
16785		0				0
16787		0				0
16788		0				0
16862		0				0
16866		0				0
16902		0				0
16989		0				0
16999		0				0
17060		0				0
17098		0				0
17180		0				0
17235		0				0
17282		0				0
17367		0				0
17389		0				0
17409		0				0
17428		0				0
17522		0				0
17589		0				0
17707		0				0
18124		0				0
18201		0				0
18254		0				0
18264		0				0
18334		0				0
18446		0				0
18515		0				0
18656		0				0
18834		0				0
18935		0				0
18988		0				0
19254		13				250302
19289		0				0
19383		0				0
19425		0				0
19490		18				350820
19538		0				0
19555		19				371545
19565		0				0
19798		0				0
19897		0				0
20023		0				0
20052		0				0
20118		0				0
20188		0				0
20212		0				0
20301		0				0
20318		0				0
20406		0				0
20419		0				0
20458		0				0
20625		0				0
20643		0				0
20692		0				0
20918		0				0
21051		0				0
21158		0				0
21236		0				0
21257		0				0
21279		0				0
21399		0				0
21580		0				0
21625		0				0
21760		0				0
21880		0				0
22036		0				0
22139		0				0
22255		0				0
22315		0				0
22667		0				0
22912		0				0
22941		0				0
23051		0				0
23062		10				230620
23209		0				0
23308		0				0
23562		0				0
23682		0				0
23853		0				0
24065		0				0
24160		0				0
24219		0				0
24304		0				0
24459		0				0
24577		5				122885
24582		0				0
24677		0				0
24703		0				0
24710		0				0
24861		0				0
24867		0				0
24968		0				0
24970		0				0
25063		0				0
25073		0				0
25079		0				0
25183		0				0
25185		0				0
25334		0				0
25390		0				0
25421		0				0
25522		0				0
25701		0				0
25733		0				0
25737		0				0
25784		0				0
25850		0				0
25874		0				0
25988		0				0
26024		0				0
26312		0				0
26374		0				0
26388		0				0
26480		0				0
26487		0				0
26505		0				0
26568		0				0
26632		0				0
26722		0				0
26757		0				0
26799		11				294789
26829		0				0
26980		0				0
27041		0				0
27149		0				0
27190		0				0
27722		0				0
27748		0				0
27757		0				0
27770		12				333240
28130		0				0
28153		0				0
28344		0				0
28401		0				0
28465		2				56930
28475		0				0
28477		0				0
28620		0				0
28985		0				0
29223		0				0
29251		0				0
29297		0				0
29416		0				0
29496		7				206472
29509		0				0
29534		0				0
29546		0				0
29575		0				0
29648		0				0
29652		14				415128
29658		0				0
29733		0				0
29793		0				0
29918		0				0
29935		0				0
30032		0				0
30142		0				0
30161		0				0
30176		0				0
30242		0				0
30244		0				0
30289		0				0
30367		0				0
30406		0				0
30456		0				0
30551		0				0
30587		0				0
30610		0				0
30646		8				245168
30738		0				0
30938		0				0
31018		0				0
31072		0				0
31147		0				0
31259		0				0
31304		0				0
31511		0				0
31512		0				0
31736		0				0
31759		0				0
31859		0				0
32007		0				0
32010		0				0
32039		0				0
32160		0				0
32203		0				0
32285		0				0
32292		0				0
32312		0				0
32384		0				0
32393		0				0
32437		0				0
32462		0				0
32609		0				0
32649		0				0
32741		0				0
32811		8				262488
32858		0				0
33107		0				0
33438		18				601884
33530		0				0
33590		0				0
33747		0				0
33830		0				0
33881		0				0
34019		0				0
34128		0				0
34222		0				0
34345		0				0
34564		0				0
34612		0				0
35182		0				0
35457		0				0
35548		0				0
35677		0				0
35745		0				0
35793		0				0
35989		0				0
35994		0				0
36041		0				0
36188		0				0
36260		0				0
36316		0				0
36376		0				0
36425		0				0
36448		0				0
36472		0				0
36501		0				0
36575		0				0
37009		0				0
37056		0				0
37131		0				0
37199		0				0
37242		0				0
37369		0				0
37476		0				0
37728		0				0
38003		0				0
38024		0				0
38189		0				0
38267		0				0
38295		0				0
38303		0				0
38398		0				0
38480		0				0
38484		0				0
38544		0				0
38545		0				0
38555		0				0
38659		0				0
38881		0				0
38955		0				0
38985		0				0
39013		0				0
39273		0				0
39490		0				0
39662		0				0
39697		0				0
39701		0				0
39798		0				0
39874		0				0
40154		0				0
40166		0				0
40214		0				0
40299		0				0
40395		0				0
40440		0				0
40503		0				0
40545		0				0
40653		0				0
40711		0				0
40775		0				0
40919		12				491028
40970		0				0
40985		0				0
41091		0				0
41113		0				0
41114		0				0
41177		0				0
41192		0				0
41215		0				0
41240		0				0
41536		0				0
41601		0				0
41697		0				0
41707		0				0
41719		0				0
41834		0				0
41919		0				0
41964		0				0
41995		0				0
42302		0				0
42337		0				0
42360		0				0
42595		0				0
42658		0				0
42757		5				213785
42768		0				0
42788		0				0
43026		0				0
43054		0				0
43161		0				0
43193		0				0
43206		0				0
43258		20				865160
43354		0				0
43502		0				0
43565		0				0
43720		0				0
43733		0				0
43839		0				0
44031		0				0
44063		0				0
44135		1				44135
44152		0				0
44198		0				0
44397		0				0
44665		0				0
44694		0				0
44722		0				0
45105		0				0
45289		0				0
45381		0				0
45429		0				0
45549		0				0
45656		0				0
45698		17				776866
45741		0				0
45846		0				0
45888		0				0
45913		0				0
45967		0				0
46045		0				0
46134		0				0
46263		0				0
46293		0				0
46414		0				0
46626		0				0
46679		0				0
46737		0				0
46849		0				0
46928		0				0
47057		0				0
47059		0				0
47061		0				0
47141		0				0
47203		0				0
47293		0				0
47331		0				0
47338		0				0
47473		0				0
47597		0				0
47761		0				0
47888		20				957760
47905		0				0
47914		0				0
47927		0				0
48029		0				0
48121		0				0
48258		0				0
48462		0				0
48546		0				0
48823		0				0
48837		0				0
48855		0				0
48934		0				0
49013		0				0
49433		0				0
49584		0				0
49592		0				0
49657		0				0
49873		0				0
49915		0				0
50035		0				0
50078		0				0
50122		0				0
50257		0				0
50406		0				0
50424		0				0
50441		0				0
50840		0				0
50893		0				0
50921		0				0
51039		0				0
51276		0				0
51306		0				0
51468		0				0
51476		0				0
51576		0				0
51588		9				464292
51694		0				0
51778		0				0
51792		0				0
51796		0				0
51846		0				0
51991		0				0
52027		0				0
52063		0				0
52110		0				0
52125		0				0
52161		0				0
52443		0				0
52476		0				0
52479		0				0
52578		0				0
52605		15				789075
52719		0				0
52746		0				0
53024		0				0
53321		0				0
53452		0				0
53629		0				0
53645		0				0
53661		0				0
53785		0				0
53833		0				0
53842		0				0
53891		0				0
53938		0				0
53989		0				0
54028		0				0
54110		0				0
54247		0				0
54526		0				0
54637		0				0
54733		0				0
54813		0				0
54882		0				0
54951		0				0
55241		0				0
55267		0				0
55324		0				0
55363		0				0
55425		0				0
55438		0				0
55549		0				0
55648		0				0
55671		0				0
55685		0				0
55826		0				0
55894		0				0
56091		0				0
56106		0				0
56146		0				0
56227		0				0
56338		0				0
56391		0				0
56611		0				0
56671		0				0
56765		0				0
56818		0				0
56942		0				0
57023		0				0
57088		0				0
57255		0				0
57286		0				0
57336		0				0
57574		0				0
57645		0				0
57993		0				0
58006		0				0
58234		0				0
58302		0				0
58344		0				0
58420		0				0
58623		0				0
58720		0				0
58929		0				0
59054		0				0
59085		0				0
59151		9				532359
59272		0				0
59353		0				0
59641		0				0
59712		0				0
59781		14				836934
59827		0				0
59850		0				0
59922		0				0
59990		0				0
60062		0				0
60224		0				0
60269		0				0
60454		0				0
60494		0				0
60498		0				0
60594		0				0
60692		0				0
61032		0				0
61078		0				0
61087		0				0
61094		0				0
61152		0				0
61211		0				0
61245		0				0
61299		0				0
61308		0				0
61363		0				0
61518		0				0
61546		0				0
61592		0				0
61640		0				0
61688		0				0
61766		0				0
61780		0				0
61794		0				0
61800		14				865200
61838		0				0
61839		15				927585
61857		0				0
61889		0				0
61910		0				0
61978		0				0
62000		0				0
62079		0				0
62203		0				0
62264		0				0
62401		0				0
62569		0				0
62720		11				689920
62767		0				0
63191		18				1137438
63204		0				0
63215		0				0
63456		0				0
63507		0				0
63526		0				0
63653		0				0
63734		0				0
